"co_ocupacao","ds_ocupacao","co_cbo","tp_escolaridade","st_restricao_idade"
2068,"CONDUTOR DE VEICULOS DE TRACAO ANIMAL (RUAS E ESTRADAS)","782805","1","7"
2069,"TROPEIRO","782810","1","7"
2070,"BOIADEIRO","782815","1","7"
2071,"CONDUTOR DE VEICULOS A PEDAIS","782820","1","7"
2072,"AGENTE DE PATIO","783105","3","10"
2073,"MANOBRADOR","783110","3","10"
2074,"CARREGADOR (AERONAVES)","783205","1","14"
2075,"CARREGADOR (ARMAZEM)","783210","1","14"
2076,"CARREGADOR (VEICULOS DE TRANSPORTES TERRESTRES)","783215","1","14"
2077,"ESTIVADOR","783220","1","14"
2078,"AJUDANTE DE MOTORISTA","783225","1","14"
2079,"EMBALADOR,A MAO","784105","3","10"
2080,"EMBALADOR,A MAQUINA","784110","3","10"
2081,"OPERADOR DE MAQUINA DE ETIQUETAR","784115","3","10"
2083,"OPERADOR DE PRENSA DE ENFARDAMENTO","784125","3","10"
2084,"ALIMENTADOR DE LINHA DE PRODUCAO","784205","3","10"
2085,"MESTRE (INDUSTRIA PETROQUIMICA E CARBOQUIMICA)","810105","4","18"
2086,"MESTRE DE PRODUCAO QUIMICA","810110","4","18"
2087,"MESTRE (INDUSTRIA DE BORRACHA E PLASTICO)","810205","4","18"
2088,"MESTRE DE PRODUCAO FARMACEUTICA","810305","5","18"
2089,"OPERADOR DE PROCESSOS QUIMICOS E PETROQUIMICOS","811005","4","18"
2090,"OPERADOR DE SALA DE CONTROLE DE INSTALACOES QUIMICAS,PETROQUIMICAS E AFINS","811010","4","18"
2091,"MOLEIRO (TRATAMENTOS QUIMICOS E AFINS)","811105","3","10"
2093,"OPERADOR DE BRITADEIRA (TRATAMENTOS QUIMICOS E AFINS)","811115","3","18"
2094,"OPERADOR DE CONCENTRACAO","811120","3","18"
2095,"TRABALHADOR DA FABRICACAO DE RESINAS E VERNIZES","811125","3","18"
1963,"CHAPELEIRO (CHAPEUS DE PALHA)","768125","2","10"
2096,"TRABALHADOR DE FABRICACAO DE TINTAS","811130","3","18"
2098,"OPERADOR DE TRATAMENTO QUIMICO DE MATERIAIS RADIOATIVOS","811215","4","18"
2099,"OPERADOR DE CENTRIFUGADORA (TRATAMENTOS QUIMICOS E AFINS)","811305","4","18"
2100,"OPERADOR DE EXPLORACAO DE PETROLEO","811310","4","18"
2101,"OPERADOR DE FILTRO DE SECAGEM (MINERACAO)","811315","4","18"
2102,"OPERADOR DE FILTRO DE TAMBOR ROTATIVO (TRATAMENTOS QUIMICOS E AFINS)","811320","4","18"
2103,"OPERADOR DE FILTRO-ESTEIRA (MINERACAO)","811325","4","18"
2104,"OPERADOR DE FILTRO-PRENSA (TRATAMENTOS QUIMICOS E AFINS)","811330","4","18"
2105,"OPERADOR DE FILTROS DE PARAFINA (TRATAMENTOS QUIMICOS E AFINS)","811335","4","18"
2106,"DESTILADOR DE MADEIRA","811405","3","18"
2107,"DESTILADOR DE PRODUTOS QUIMICOS (EXCETO PETROLEO)","811410","3","18"
2109,"OPERADOR DE APARELHO DE REACAO E CONVERSAO (PRODUTOS QUIMICOS,EXCETO PETROLEO)","811420","3","18"
2110,"OPERADOR DE EQUIPAMENTO DE DESTILACAO DE ALCOOL","811425","3","18"
2111,"OPERADOR DE EVAPORADOR NA DESTILACAO","811430","3","18"
2112,"OPERADOR DE PAINEL DE CONTROLE (REFINACAO DE PETROLEO)","811505","4","18"
2113,"OPERADOR DE TRANSFERENCIA E ESTOCAGEM - NA REFINACAO DO PETROLEO","811510","4","18"
2114,"OPERADOR DE BRITADOR DE COQUE","811605","4","18"
2115,"OPERADOR DE CARRO DE APAGAMENTO E COQUE","811610","4","18"
2116,"OPERADOR DE DESTILACAO E SUBPRODUTOS DE COQUE","811615","4","18"
2117,"OPERADOR DE ENFORNAMENTO E DESENFORNAMENTO DE COQUE","811620","4","18"
2118,"OPERADOR DE EXAUSTOR (COQUERIA)","811625","4","18"
2119,"OPERADOR DE PAINEL DE CONTROLE","811630","4","18"
2120,"OPERADOR DE PRESERVACAO E CONTROLE TERMICO","811635","4","18"
2121,"OPERADOR DE REATOR DE COQUE DE PETROLEO","811640","4","18"
2122,"OPERADOR DE REFRIGERACAO (COQUERIA)","811645","4","18"
2123,"OPERADOR DE SISTEMA DE REVERSAO (COQUERIA)","811650","4","18"
2124,"BAMBURISTA","811705","3","10"
2125,"CALANDRISTA DE BORRACHA","811710","3","10"
2126,"CONFECCIONADOR DE PNEUMATICOS","811715","3","10"
2127,"CONFECCIONADOR DE VELAS POR IMERSAO","811725","3","10"
2128,"CONFECCIONADOR DE VELAS POR MOLDAGEM","811735","3","10"
2129,"LAMINADOR DE PLASTICO","811745","3","10"
2130,"MOLDADOR DE BORRACHA POR COMPRESSAO","811750","3","10"
2131,"MOLDADOR DE PLASTICO POR COMPRESSAO","811760","3","10"
2132,"MOLDADOR DE PLASTICO POR INJECAO","811770","3","10"
2133,"TREFILADOR DE BORRACHA","811775","3","10"
2134,"OPERADOR DE MAQUINA DE PRODUTOS FARMACEUTICOS","811805","4","18"
2135,"DRAGEADOR (MEDICAMENTOS)","811810","4","18"
2136,"OPERADOR DE MAQUINA DE FABRICACAO DE COSMETICOS","811815","4","18"
2138,"PIROTECNICO","812105","3","10"
2139,"TRABALHADOR DA FABRICACAO DE MUNICAO E EXPLOSIVOS","812110","3","10"
2140,"CILINDRISTA (PETROQUIMICA E AFINS)","813105","4","18"
2141,"OPERADOR DE CALANDRA (QUIMICA,PETROQUIMICA E AFINS)","813110","4","18"
2142,"OPERADOR DE EXTRUSORA (QUIMICA,PETROQUIMICA E AFINS)","813115","4","18"
2143,"OPERADOR DE PROCESSO (QUIMICA,PETROQUIMICA E AFINS)","813120","4","18"
2144,"OPERADOR DE PRODUCAO (QUIMICA,PETROQUIMICA E AFINS)","813125","4","18"
2145,"TECNICO DE OPERACAO (QUIMICA,PETROQUIMICA E AFINS)","813130","4","18"
2146,"ASSISTENTE DE LABORATORIO INDUSTRIAL","818105","4","18"
2147,"AUXILIAR DE LABORATORIO DE ANALISES FISICO-QUIMICAS","818110","4","18"
2148,"MESTRE DE SIDERURGIA","820105","4","18"
2149,"MESTRE DE ACIARIA","820110","4","18"
2150,"MESTRE DE ALTO-FORNO","820115","4","18"
2151,"MESTRE DE FORNO ELETRICO","820120","4","18"
2152,"MESTRE DE LAMINACAO","820125","4","18"
2153,"SUPERVISOR DE FABRICACAO DE PRODUTOS CERAMICOS,PORCELANATOS E AFINS","820205","4","18"
2154,"SUPERVISOR DE FABRICACAO DE PRODUTOS DE VIDRO","820210","4","18"
2155,"OPERADOR DE CENTRO DE CONTROLE","821105","4","18"
2156,"OPERADOR DE MAQUINA DE SINTERIZAR","821110","4","18"
2157,"FORNEIRO E OPERADOR (ALTO-FORNO)","821205","3","18"
2158,"FORNEIRO E OPERADOR (CONVERSOR A OXIGENIO)","821210","3","18"
2159,"FORNEIRO E OPERADOR (FORNO ELETRICO)","821215","3","18"
2160,"FORNEIRO E OPERADOR (REFINO DE METAIS NAO-FERROSOS)","821220","3","18"
2161,"FORNEIRO E OPERADOR DE FORNO DE REDUCAO DIRETA","821225","3","18"
2162,"OPERADOR DE ACIARIA (BASCULAMENTO DE CONVERTEDOR)","821230","3","18"
2163,"OPERADOR DE ACIARIA (DESSULFURACAO DE GUSA)","821235","3","18"
2164,"OPERADOR DE ACIARIA (RECEBIMENTO DE GUSA)","821240","3","18"
2165,"OPERADOR DE AREA DE CORRIDA","821245","3","18"
2166,"OPERADOR DE DESGASEIFICACAO","821250","3","18"
2167,"SOPRADOR DE CONVERTEDOR","821255","3","18"
2168,"OPERADOR DE LAMINADOR","821305","3","18"
2169,"OPERADOR DE LAMINADOR DE BARRAS A FRIO","821310","3","18"
2170,"OPERADOR DE LAMINADOR DE BARRAS A QUENTE","821315","3","18"
2171,"OPERADOR DE LAMINADOR DE METAIS NAO-FERROSOS","821320","3","18"
2172,"OPERADOR DE LAMINADOR DE TUBOS","821325","3","18"
2173,"OPERADOR DE MONTAGEM DE CILINDROS E MANCAIS","821330","3","18"
2174,"RECUPERADOR DE GUIAS E CILINDROS","821335","3","18"
2175,"ENCARREGADO DE ACABAMENTO DE CHAPAS E METAIS (TEMPERA)","821405","4","18"
2176,"ESCARFADOR","821410","4","18"
2177,"MARCADOR DE PRODUTOS (SIDERURGICO E METALURGICO)","821415","4","18"
2178,"OPERADOR DE BOBINADEIRA DE TIRAS A QUENTE,NO ACABAMENTO DE CHAPAS E METAIS","821420","4","18"
2179,"OPERADOR DE CABINE DE LAMINACAO (FIO-MAQUINA)","821425","4","18"
2181,"OPERADOR DE JATO ABRASIVO","821435","4","18"
2183,"PREPARADOR DE SUCATA E APARAS","821445","4","18"
2184,"REBARBADOR DE METAL","821450","4","18"
2185,"FORNEIRO DE CUBILO","822105","3","10"
2186,"FORNEIRO DE FORNO-POCO","822110","3","10"
2187,"FORNEIRO DE FUNDICAO (FORNO DE REDUCAO)","822115","3","10"
2188,"FORNEIRO DE REAQUECIMENTO E TRATAMENTO TERMICO NA METALURGIA","822120","3","10"
2189,"FORNEIRO DE REVERBERO","822125","3","10"
2190,"PREPARADOR DE MASSA (FABRICACAO DE ABRASIVOS)","823105","3","10"
2191,"PREPARADOR DE MASSA (FABRICACAO DE VIDRO)","823110","3","10"
2192,"PREPARADOR DE MASSA DE ARGILA","823115","3","10"
2193,"PREPARADOR DE BARBOTINA","823120","3","10"
2194,"PREPARADOR DE ESMALTES (CERAMICA)","823125","3","10"
2195,"PREPARADOR DE ADITIVOS","823130","3","10"
2196,"OPERADOR DE ATOMIZADOR","823135","3","10"
2197,"EXTRUSOR DE FIOS OU FIBRAS DE VIDRO","823210","2","10"
2198,"FORNEIRO NA FUNDICAO DE VIDRO","823215","2","10"
2199,"FORNEIRO NO RECOZIMENTO DE VIDRO","823220","2","10"
2200,"MOLDADOR DE ABRASIVOS NA FABRICACAO DE CERAMICA,VIDRO E PORCELANA","823230","2","10"
2201,"OPERADOR DE BANHO METALICO DE VIDRO POR FLUTUACAO","823235","2","10"
2202,"OPERADOR DE MAQUINA DE SOPRAR VIDRO","823240","2","10"
2203,"OPERADOR DE MAQUINA EXTRUSORA DE VARETAS E TUBOS DE VIDRO","823245","2","10"
2204,"OPERADOR DE PRENSA DE MOLDAR VIDRO","823250","2","10"
2205,"TEMPERADOR DE VIDRO","823255","2","10"
2206,"TRABALHADOR NA FABRICACAO DE PRODUTOS ABRASIVOS","823265","2","10"
2207,"CLASSIFICADOR E EMPILHADOR DE TIJOLOS REFRATARIOS","823305","3","10"
2208,"FORNEIRO (MATERIAIS DE CONSTRUCAO)","823315","3","10"
2209,"TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CIMENTO AMIANTO)","823320","3","10"
2210,"TRABALHADOR DA ELABORACAO DE PRE-FABRICADOS (CONCRETO ARMADO)","823325","3","10"
2211,"TRABALHADOR DA FABRICACAO DE PEDRAS ARTIFICIAIS","823330","3","10"
2212,"OLEIRO (FABRICACAO DE TELHAS)","828105","2","7"
2213,"OLEIRO (FABRICACAO DE TIJOLOS)","828110","2","7"
2097,"OPERADOR DE CALCINACAO (TRATAMENTO QUIMICO E AFINS)","811205","4","18"
2215,"CILINDREIRO NA PREPARACAO DE PASTA PARA FABRICACAO DE PAPEL","831105","4","18"
2216,"OPERADOR DE BRANQUEADOR DE PASTA PARA FABRICACAO DE PAPEL","831110","4","18"
2218,"OPERADOR DE LAVAGEM E DEPURACAO DE PASTA PARA FABRICACAO DE PAPEL","831120","4","18"
2219,"OPERADOR DE MAQUINA DE SECAR CELULOSE","831125","4","18"
2220,"CALANDRISTA DE PAPEL","832105","4","18"
2221,"OPERADOR DE CORTADEIRA DE PAPEL","832110","4","18"
2222,"OPERADOR DE MAQUINA DE FABRICAR PAPEL (FASE UMIDA)","832115","4","18"
2223,"OPERADOR DE MAQUINA DE FABRICAR PAPEL (FASE SECA)","832120","4","18"
2224,"OPERADOR DE MAQUINA DE FABRICAR PAPEL E PAPELAO","832125","4","18"
2225,"OPERADOR DE REBOBINADEIRA NA FABRICACAO DE PAPEL E PAPELAO","832135","4","18"
2226,"CARTONAGEIRO,A MAQUINA","833105","4","18"
2227,"CONFECCIONADOR DE BOLSAS,SACOS E SACOLAS E PAPEL,A MAQUINA","833110","4","18"
2228,"CONFECCIONADOR DE SACOS DE CELOFANE,A MAQUINA","833115","4","18"
2229,"OPERADOR DE MAQUINA DE CORTAR E DOBRAR PAPELAO","833120","4","18"
2230,"OPERADOR DE PRENSA DE EMBUTIR PAPELAO","833125","4","18"
2231,"CARTONAGEIRO,A MAO (CAIXAS DE PAPELAO)","833205","3","10"
2232,"SUPERVISOR DE PRODUCAO DA INDUSTRIA ALIMENTICIA","840105","4","18"
2233,"SUPERVISOR DA INDUSTRIA DE BEBIDAS","840110","4","18"
2234,"SUPERVISOR DA INDUSTRIA DE FUMO","840115","4","18"
2235,"CHEFE DE CONFEITARIA","840120","4","18"
2236,"MOLEIRO DE CEREAIS (EXCETO ARROZ)","841105","3","10"
2237,"MOLEIRO DE ESPECIARIAS","841110","3","10"
2238,"OPERADOR DE PROCESSO DE MOAGEM","841115","3","10"
2239,"MOEDOR DE SAL","841205","3","10"
2240,"REFINADOR DE SAL","841210","3","10"
2241,"OPERADOR DE CRISTALIZACAO NA REFINACAO DE ACUCAR","841305","1","16"
2243,"OPERADOR DE MOENDA NA FABRICACAO DE ACUCAR","841315","1","10"
2244,"OPERADOR DE TRATAMENTO DE CALDA NA REFINACAO DE ACUCAR","841320","1","10"
2245,"COZINHADOR (CONSERVACAO DE ALIMENTOS)","841408","2","10"
2246,"COZINHADOR DE CARNES","841416","2","10"
2247,"COZINHADOR DE FRUTAS E LEGUMES","841420","2","10"
2248,"COZINHADOR DE PESCADO","841428","2","10"
2249,"DESIDRATADOR DE ALIMENTOS","841432","3","10"
2250,"ESTERILIZADOR DE ALIMENTOS","841440","3","10"
2251,"HIDROGENADOR DE OLEOS E GORDURAS","841444","3","10"
2252,"LAGAREIRO","841448","3","10"
2253,"OPERADOR DE CAMARAS FRIAS","841456","3","10"
2254,"OPERADOR DE PREPARACAO DE GRAOS VEGETAIS (OLEOS E GORDURAS)","841460","3","10"
2255,"PRENSADOR DE FRUTAS (EXCETO OLEAGINOSAS)","841464","3","10"
2256,"PREPARADOR DE RACOES","841468","3","10"
2257,"REFINADOR DE OLEO E GORDURA","841472","3","10"
2258,"TRABALHADOR DE FABRICACAO DE MARGARINA","841476","3","10"
2259,"TRABALHADOR DE PREPARACAO DE PESCADOS (LIMPEZA)","841484","3","10"
2260,"TRABALHADOR DE TRATAMENTO DO LEITE E FABRICACAO DE LATICINIOS E AFINS","841505","3","10"
2261,"MISTURADOR DE CAFE","841605","3","10"
2262,"TORRADOR DE CAFE","841610","3","10"
2263,"MOEDOR DE CAFE","841615","3","10"
2264,"OPERADOR DE EXTRACAO DE CAFE SOLUVEL","841620","3","10"
2265,"TORRADOR DE CACAU","841625","3","10"
2266,"MISTURADOR DE CHA OU MATE","841630","3","10"
2267,"ALAMBIQUEIRO","841705","3","10"
2268,"FILTRADOR DE CERVEJA","841710","3","10"
2269,"FERMENTADOR","841715","3","10"
2270,"TRABALHADOR DE FABRICACAO DE VINHOS","841720","3","10"
2271,"MALTEIRO (GERMINACAO)","841725","3","10"
2272,"COZINHADOR DE MALTE","841730","3","10"
2274,"VINAGREIRO","841740","3","10"
2275,"XAROPEIRO","841745","3","10"
2276,"OPERADOR DE FORNO (FABRICACAO DE PAES,BISCOITOS E SIMILARES)","841805","4","18"
2278,"OPERADOR DE MAQUINAS DE FABRICACAO DE CHOCOLATES E ACHOCOLATADOS","841815","3","10"
2279,"PREPARADOR DE MELADO E ESSENCIA DE FUMO","842105","3","10"
2280,"PROCESSADOR DE FUMO","842110","3","10"
2281,"CLASSIFICADOR DE FUMO","842115","3","10"
2282,"AUXILIAR DE PROCESSAMENTO DE FUMO","842120","3","10"
2283,"PREPARADOR DE FUMO NA FABRICACAO DE CHARUTOS","842205","3","10"
2284,"OPERADOR DE MAQUINA DE FABRICAR CHARUTOS E CIGARRILHAS","842210","3","10"
2285,"CLASSIFICADOR DE CHARUTOS","842215","3","10"
2286,"CORTADOR DE CHARUTOS","842220","3","10"
2287,"CELOFANISTA NA FABRICACAO DE CHARUTOS","842225","3","10"
2288,"CHARUTEIRO A MAO","842230","3","10"
2289,"DEGUSTADOR DE CHARUTOS","842235","3","10"
2290,"OPERADOR DE MAQUINA DE FABRICAR CIGARROS","842305","3","10"
2291,"DEFUMADOR DE CARNES E PESCADOS","848105","3","10"
2292,"SALGADOR DE ALIMENTOS","848110","3","10"
2293,"SALSICHEIRO (FABRICACAO DE LINGUICA,SALSICHA E PRODUTOS SIMILARES)","848115","3","10"
2294,"PASTEURIZADOR","848205","2","10"
2295,"QUEIJEIRO NA FABRICACAO DE LATICINIO","848210","2","10"
2296,"MANTEIGUEIRO NA FABRICACAO DE LATICINIO","848215","2","10"
2297,"PADEIRO","848305","2","10"
2298,"CONFEITEIRO","848310","2","10"
2299,"MASSEIRO (MASSAS ALIMENTICIAS)","848315","2","10"
2300,"TRABALHADOR DE FABRICACAO DE SORVETE","848325","2","10"
2301,"DEGUSTADOR DE CAFE","848405","4","18"
2302,"DEGUSTADOR DE CHA","848410","4","18"
2303,"DEGUSTADOR DE DERIVADOS DE CACAU","848415","4","18"
2304,"DEGUSTADOR DE VINHOS OU LICORES","848420","4","18"
2305,"ABATEDOR","848505","2","7"
2306,"ACOUGUEIRO","848510","2","7"
2307,"DESOSSADOR","848515","2","7"
2308,"MAGAREFE","848520","2","7"
2309,"RETALHADOR DE CARNE","848525","2","7"
2310,"TRABALHADOR DO BENEFICIAMENTO DE FUMO","848605","2","7"
2311,"SUPERVISOR DE MANUTENCAO (ELETROMECANICA)","860105","4","18"
2313,"SUPERVISOR DE OPERACAO ELETRICA (GERACAO,TRANSMISSAO E DISTRIBUICAO DE ENERGIA ELETRICA)","860115","4","18"
2314,"OPERADOR DE CENTRAL HIDRELETRICA","861105","4","18"
2315,"OPERADOR DE QUADRO DE DISTRIBUICAO DE ENERGIA ELETRICA","861110","4","18"
2316,"OPERADOR DE CENTRAL TERMOELETRICA","861115","4","18"
2317,"OPERADOR DE REATOR NUCLEAR","861120","4","18"
2318,"OPERADOR DE SUBESTACAO","861205","4","18"
2319,"FOGUISTA (LOCOMOTIVAS A VAPOR)","862105","3","10"
2320,"MAQUINISTA DE EMBARCACOES","862110","3","10"
2321,"OPERADOR DE BATERIA DE GAS DE HULHA","862115","3","10"
2322,"OPERADOR DE CALDEIRA","862120","3","10"
2323,"OPERADOR DE COMPRESSOR DE AR","862130","3","10"
2324,"OPERADOR DE ESTACAO DE BOMBEAMENTO","862140","3","10"
2325,"OPERADOR DE MAQUINAS FIXAS,EM GERAL","862150","3","10"
2326,"OPERADOR DE UTILIDADE (PRODUCAO E DISTRIBUICAO DE VAPOR,GAS,OLEO,COMBUSTIVEL,ENERGIA,OXIGENIO)","862155","3","10"
2327,"OPERADOR DE ESTACAO DE CAPTACAO,TRATAMENTO E DISTRIBUICAO DE AGUA","862205","4","18"
2328,"OPERADOR DE ESTACAO DE TRATAMENTO DE AGUA E EFLUENTES","862305","4","18"
2329,"OPERADOR DE FORNO DE INCINERACAO NO TRATAMENTO DE AGUA,EFLUENTES E RESIDUOS INDUSTRIAIS","862310","4","18"
2330,"OPERADOR DE INSTALACAO DE EXTRACAO,PROCESSAMENTO,ENVASAMENTO E DISTRIBUICAO DE GASES","862405","4","18"
2331,"OPERADOR DE INSTALACAO DE REFRIGERACAO","862505","3","10"
2332,"OPERADOR DE REFRIGERACAO COM AMONIA","862510","3","10"
2333,"OPERADOR DE INSTALACAO DE AR-CONDICIONADO","862515","3","10"
2334,"ENCARREGADO DE MANUTENCAO MECANICA DE SISTEMAS OPERACIONAIS","910105","4","18"
2335,"SUPERVISOR DE MANUTENCAO DE APARELHOS TERMICOS,DE CLIMATIZACAO E DE REFRIGERACAO","910110","4","18"
2336,"SUPERVISOR DE MANUTENCAO DE BOMBAS,MOTORES,COMPRESSORES E EQUIPAMENTOS DE TRANSMISSAO","910115","4","18"
2214,"MESTRE (INDUSTRIA DE CELULOSE,PAPEL E PAPELAO)","830105","4","18"
2429,"NAO INFORMADO","XXX","",""
2430,"ESPECIALISTA DE POLITICAS PUBLICAS E GESTAO GOVERNAMENTAL","111505","",""
2431,"ANALISTA DE PLANEJAMENTO E ORCAMENTO - APO","111510","",""
2432,"ESPECIALISTA EM DESENVOLVIMENTO DE CIGARROS","142610","",""
2433,"OCEANOGRAFO","213440","",""
2435,"BIOMEDICO ","221205","",""
2436,"CIRURGIAO DENTISTA - ODONTOLOGIA DO TRABALHO","223276","",""
2437,"CIRURGIAO DENTISTA - DENTISTICA ","223280","",""
2438,"CIRURGIAO DENTISTA - DISFUNCAO TEMPOROMANDIBULAR E DOR OROFACIAL","223284","",""
2440,"FISIOTERAPEUTA RESPIRATORIA","223625","",""
2441,"FISIOTERAPEUTA NEUROFUNCIONAL","223630","",""
2442,"FISIOTERAPEUTA TRAUMATO-ORTOPEDICA FUNCIONAL","223635","",""
2443,"FISIOTERAPEUTA OSTEOPATA","223640","",""
2444,"FISIOTERAPEUTA QUIROPRAXISTA","223645","",""
2445,"FISIOTERAPEUTA ACUPUNTURISTA","223650","",""
2446,"FISIOTERAPEUTA ESPORTIVO","223655","",""
2447,"FISIOTERAPEUTA DO TRABALHO","223660","",""
2450,"DESIGNER EDUCACIONAL","239435","",""
2451,"INTERPRETE DE LINGUA DE SINAIS","261425","",""
2452,"CONSERVADOR-RESTAURADOR DE BENS CULTURAIS","262415","",""
2453,"MASSOTERAPEUTA","322120","",""
2454,"TERAPEUTA HOLISTICO","322125","",""
2455,"TECNICO EM NUTRICAO E DIETETICA","325210","",""
2456,"AUXILIAR NOS SERVICOS DE ALIMENTACAO","513505","",""
2457,"CHURRASQUEIRO","513605","",""
2458,"PIZZAIOLO","513610","",""
2459,"SUSHIMAN","513615","",""
2460,"COLETOR DE RESIDUOS SOLIDOS DE SERVICOS DE SAUDE","514230","",""
2462,"AUXILIAR DE MANUTENCAO PREDIAL","514310","",""
2467,"EDUCADOR SOCIAL","515305","",""
2468,"AGENTE DE ACAO SOCIAL","515310","",""
2469,"MONITOR DE DEPENDENTE QUIMICO","515315","",""
2470,"CONSELHEIRO TUTELAR","515320","",""
2471,"AJUDANTE DE CONFECCAO","763125","",""
2472,"MARINHEIRO DE ESPORTE E RECREIO","782725","",""
2473,"OPERADOR DE MAQUINA (FABRICACAO DE CIGARROS)","842125","",""
2475,"CLASSIFICADOR DE GRAOS","848425","",""
2476,"URBANISTA","214130","",""
2477,"FONOAUDIOLOGO GERAL","223810","",""
2478,"TECNICO EM FARMACIA","325115","",""
2480,"MEDICO BRONCOESOFALOGISTA","2231A1","",""
2481,"MEDICO HANSENOLOGISTA","2231A2","",""
2482,"MEDICO CIRURGIAO VASCULAR","2231F3","",""
2485,"MEDICO CANCEROLOGISTA CLINICO","2231F6","",""
2486,"MEDICO EM MEDICINA DE FAMILIA E COMUNIDADE","2231F7","",""
2487,"MEDICO EM MEDICINA PREVENTIVA E SOCIAL","2231F8","",""
2488,"MEDICO RESIDENTE","2231F9","",""
2489,"CIRURGIAO DENTISTA DE SAUDE DA FAMILIA","2232B1","",""
2490,"ENFERMEIRO SAUDE DA FAMILIA","2235C1","",""
2491,"ENFERMEIRO DA ESTRATEGIA DE AGENTE COMUNITARIO DE SAUDE","2235C2","",""
2492,"TECNICO EM ORIENTACAO E MOBILIDADE DE CEGOS E DEF VISUAIS","2236I1","",""
2493,"TECNICO EM REABILITACAO","3135D1","",""
2494,"TECNICO EM EQUIPAMENTO MEDICO HOSPITALAR","3135D2","",""
2495,"SOCORRISTA HABILITADO","3222B3","",""
2496,"TECNICO DE ENFERMAGEM DE SAUDE DA FAMILIA","3222E1","",""
2497,"AUXILIAR DE ENFERMAGEM DE SAUDE DA FAMILIA","3222E2","",""
2498,"TECNICO DE HIGIENE DENTAL DE SAUDE DA FAMILIA","3224F1","",""
2499,"AUXILIAR DE CONSULTORIO DENTARIO DE SAUDE DA FAMILIA","3224F2","",""
2503,"MICROSCOPISTA","5152A1","",""
2507,"OUVIDOR","142340","",""
2509,"TECNOLOGO EM MECATRONICA","202115","",""
2510,"TECNOLOGO EM AUTOMACAO INDUSTRIAL","202120","",""
2511,"FARMACEUTICO ANALISTA CLINICO","223415","",""
2512,"FARMACEUTICO DE ALIMENTOS","223420","",""
2513,"FARMACEUTICO PRATICAS INTEGRATIVAS E COMPLEMENTARES","223425","",""
2514,"FARMACEUTICO EM SAUDE PUBLICA","223430","",""
2515,"FARMACEUTICO INDUSTRIAL","223435","",""
2516,"FARMACEUTICO TOXICOLOGISTA","223440","",""
2517,"FARMACEUTICO HOSPITALAR E CLINICO","223445","",""
2518,"FONOAUDIOLOGO EDUCACIONAL","223815","",""
2519,"FONOAUDIOLOGO EM AUDIOLOGIA","223820","",""
2520,"FONOAUDIOLOGO EM DISFAGIA","223825","",""
2522,"FONOAUDIOLOGO EM MOTRICIDADE OROFACIAL","223835","",""
2523,"FONOAUDIOLOGO EM SAUDE COLETIVA","223840","",""
2524,"FONOAUDIOLOGO EM VOZ","223845","",""
2525,"AUDIODESCRITOR","261430","",""
2526,"DOULA","322135","",""
2527,"TECNOLOGO OFTALMICO","324125","",""
2528,"AGENTE DE PROTECAO DE AVIACAO CIVIL","342550","",""
2529,"PROPAGANDISTA DE PRODUTOS FAMACEUTICOS","354150","",""
2530,"DJ (DISC JOCKEY)","374145","",""
2531,"BARISTA","513440","",""
2532,"SOCIOEDUCADOR","515325","",""
2533,"BLOQUEIRO (TRABALHADOR PORTUARIO)","783230","",""
2534,"CBO SEM DEFINICAO","000000","",""
2536,"TECNOLOGO EM GESTAO HOSPITALAR","131215","",""
2537,"GERENTE DE TURISMO","141525","",""
2539,"TECNOLOGO EM GESTAO DA TECNOLOGIA DA INFORMACAO","142535","",""
2540,"TECNOLOGO EM SISTEMAS BIOMEDICOS","142710","",""
2541,"ADMINISTRADOR EM SEGURANCA DA INFORMACAO","212320","",""
2542,"TECNOLOGO EM PROCESSOS QUIMICOS","213215","",""
2543,"ENGENHEIRO AMBIENTAL","214005","",""
2544,"TECNOLOGO EM MEIO AMBIENTE","214010","",""
2545,"TECNOLOGO EM CONSTRUCAO CIVIL","214280","",""
2546,"TECNOLOGO EM TELECOMUNICACOES","214370","",""
2547,"TECNOLOGO EM FABRICACAO MECANICA","214435","",""
2548,"TECNOLOGO EM PRODUCAO SULCROALCOOLEIRA","214535","",""
2549,"TECNOLOGO EM METALURGIA","214615","",""
2550,"TECNOLOGO EM PETROLEO E GAS","214745","",""
2551,"TECNOLOGO EM ROCHAS ORNAMENTAIS","214750","",""
2552,"TECNOLOGO EM PRODUCAO INDUSTRIAL","214930","",""
2553,"TECNOLOGO EM SEGURANCA DO TRABALHO","214935","",""
2554,"TECNOLOGO EM ALIMENTOS","222215","",""
2555,"CIRURGIAO-DENTISTA DA ESTRATEGIA DE SAUDE DA FAMILIA","223293","",""
2556,"ENFERMEIRO DA ESTRATEGIA DE SAUDE DA FAMILIA","223565","",""
2557,"PERFUSIONISTA","223570","",""
2558,"MUSICOTERAPEUTA","223915","",""
2568,"MEDICO ONCOLOGISTA CLINICO","225121","",""
2569,"MEDICO CANCEROLOGISTA PEDIATRICO","225122","",""
2592,"MEDICO EM CIRURGIA VASCULAR","225203","",""
2606,"MEDICO COLOPROCTOLOGISTA","225280","",""
2608,"MEDICO CANCEROLOGISTA CIRURGICO","225290","",""
2609,"MEDICO CIRURGIAO DA MAO","225295","",""
