"co_ocupacao","ds_ocupacao","co_cbo","tp_escolaridade","st_restricao_idade"
1237,"CUIDADOR DE IDOSOS","516210","2","16"
1238,"MAE SOCIAL","516215","2","16"
1239,"LAVADEIRO,EM GERAL","516305","3","10"
1240,"LAVADOR DE ROUPAS A MAQUINA","516310","3","10"
1241,"LAVADOR DE ARTEFATOS DE TAPECARIA","516315","3","10"
1242,"LIMPADOR A SECO,A MAQUINA","516320","3","10"
1243,"PASSADOR DE ROUPAS EM GERAL","516325","3","10"
1244,"TINGIDOR DE ROUPAS","516330","3","10"
1245,"CONFERENTE-EXPEDIDOR DE ROUPAS (LAVANDERIAS)","516335","3","10"
1246,"ATENDENTE DE LAVANDERIA","516340","3","10"
1247,"AUXILIAR DE LAVANDERIA","516345","3","10"
1248,"LAVADOR DE ROUPAS","516405","1","10"
1250,"PASSADOR DE ROUPAS,A MAO","516415","1","14"
1251,"AGENTE FUNERARIO","516505","3","18"
1252,"OPERADOR DE FORNO (SERVICOS FUNERARIOS)","516605","4","18"
1253,"SEPULTADOR","516610","3","16"
1254,"ASTROLOGO","516705","4","16"
1255,"NUMEROLOGO","516710","4","16"
1256,"ESOTERICO","516805","4","16"
1135,"SUPERVISOR DE ENTREVISTADORES E RECENSEADORES","420120","4","18"
1257,"PARANORMAL","516810","4","16"
1258,"BOMBEIRO DE AERODROMO","517105","4","18"
1259,"BOMBEIRO DE SEGURANCA DO TRABALHO","517110","3","18"
1260,"SALVA-VIDAS","517115","3","16"
1261,"AGENTE DE POLICIA FEDERAL","517205","5","18"
1262,"POLICIAL RODOVIARIO FEDERAL","517210","4","18"
1263,"GUARDA-CIVIL MUNICIPAL","517215","4","18"
1264,"AGENTE DE TRANSITO","517220","4","18"
1265,"AGENTE DE PROTECAO DE AEROPORTO","517305","3","10"
1266,"AGENTE DE SEGURANCA","517310","4","18"
1267,"AGENTE DE SEGURANCA PENITENCIARIA","517315","4","18"
1268,"VIGIA FLORESTAL","517320","4","18"
1269,"VIGIA PORTUARIO","517325","4","18"
1270,"VIGILANTE","517330","3","18"
1271,"PORTEIRO (HOTEL)","517405","3","18"
1273,"PORTEIRO DE LOCAIS DE DIVERSAO","517415","3","18"
1274,"VIGIA","517420","3","18"
1275,"CICLISTA MENSAGEIRO","519105","3","10"
1276,"MOTOCICLISTA NO TRANSPORTE DE DOCUMENTOS E PEQUENOS VOLUMES","519110","3","10"
1277,"CATADOR DE MATERIAL RECICLAVEL","519205","1","8"
1278,"ENFERMEIRO VETERINARIO","519305","4","18"
1279,"ESTETICISTA DE ANIMAIS DOMESTICOS","519310","3","16"
1280,"BANHISTA DE ANIMAIS DOMESTICOS","519315","3","16"
1281,"TOSADOR DE ANIMAIS DOMESTICOS","519320","3","10"
1282,"PROFISSIONAL DO SEXO","519805","3","10"
1283,"CARTAZEIRO","519905","3","10"
1284,"CONTROLADOR DE PRAGAS","519910","3","10"
1285,"ENGRAXATE","519915","1","7"
1286,"GANDULA","519920","1","7"
1287,"GUARDADOR DE VEICULOS","519925","1","7"
1289,"LAVADOR DE VEICULOS","519935","1","7"
1290,"LEITURISTA","519940","4","18"
1291,"RECEPCIONISTA DE CASAS DE ESPETACULOS","519945","3","16"
1292,"SUPERVISOR DE VENDAS DE SERVICOS","520105","4","18"
1293,"SUPERVISOR DE VENDAS COMERCIAL","520110","4","18"
1294,"VENDEDOR EM COMERCIO ATACADISTA","521105","3","10"
1296,"PROMOTOR DE VENDAS","521115","4","18"
1297,"DEMONSTRADOR DE MERCADORIAS","521120","4","18"
1298,"REPOSITOR DE MERCADORIAS","521125","4","18"
1299,"ATENDENTE DE FARMACIA - BALCONISTA","521130","4","18"
1300,"FRENTISTA","521135","3","10"
1301,"INSTALADOR DE CORTINAS E PERSIANAS,PORTAS SANFONADAS E BOXE","523105","3","10"
1302,"INSTALADOR DE SOM E ACESSORIOS DE VEICULOS","523110","3","10"
1303,"CHAVEIRO","523115","3","10"
1304,"VENDEDOR EM DOMICILIO","524105","3","10"
1305,"FEIRANTE","524205","1","7"
1306,"JORNALEIRO (EM BANCA DE JORNAL)","524210","2","7"
1307,"VENDEDOR PERMISSIONARIO","524215","3","10"
1308,"VENDEDOR AMBULANTE","524305","1","7"
1309,"PIPOQUEIRO AMBULANTE","524310","1","7"
1310,"PRODUTOR AGROPECUARIO,EM GERAL","611005","3","10"
1311,"PRODUTOR AGRICOLA POLIVALENTE","612005","1","16"
1312,"PRODUTOR DE ARROZ","612105","1","16"
1509,"DETONADOR","711120","3","10"
1726,"MECANICO MONTADOR DE MOTORES DE EMBARCACOES","725410","4","18"
1314,"PRODUTOR DE CEREAIS DE INVERNO","612115","1","16"
1315,"PRODUTOR DE GRAMINEAS FORRAGEIRAS","612120","1","16"
1316,"PRODUTOR DE MILHO E SORGO","612125","1","16"
1317,"PRODUTOR DE ALGODAO","612205","2","16"
1318,"PRODUTOR DE CURAUA","612210","1","16"
1319,"PRODUTOR DE JUTA","612215","1","16"
1320,"PRODUTOR DE RAMI","612220","1","16"
1321,"PRODUTOR DE SISAL","612225","1","16"
1323,"PRODUTOR NA OLERICULTURA DE RAIZES,BULBOS E TUBERCULOS","612310","1","16"
1324,"PRODUTOR NA OLERICULTURA DE TALOS,FOLHAS E FLORES","612315","1","16"
1325,"PRODUTOR NA OLERICULTURA DE FRUTOS E SEMENTES","612320","1","16"
1326,"PRODUTOR DE FLORES DE CORTE","612405","1","16"
1327,"PRODUTOR DE FLORES EM VASO","612410","1","16"
1328,"PRODUTOR DE FORRACOES","612415","1","16"
1329,"PRODUTOR DE PLANTAS ORNAMENTAIS","612420","1","16"
1330,"PRODUTOR DE ARVORES FRUTIFERAS","612505","3","16"
1331,"PRODUTOR DE ESPECIES FRUTIFERAS RASTEIRAS","612510","3","16"
1332,"PRODUTOR DE ESPECIES FRUTIFERAS TREPADEIRAS","612515","3","16"
1333,"CAFEICULTOR","612605","1","16"
1334,"PRODUTOR DE CACAU","612610","1","16"
1335,"PRODUTOR DE ERVA-MATE","612615","1","16"
1336,"PRODUTOR DE FUMO","612620","1","16"
1337,"PRODUTOR DE GUARANA","612625","1","16"
1338,"PRODUTOR DA CULTURA DE AMENDOIM","612705","1","16"
1339,"PRODUTOR DA CULTURA DE CANOLA","612710","1","16"
1340,"PRODUTOR DA CULTURA DE COCO-DA-BAIA","612715","1","16"
1341,"PRODUTOR DA CULTURA DE DENDE","612720","1","16"
1343,"PRODUTOR DA CULTURA DE LINHO","612730","1","16"
1344,"PRODUTOR DA CULTURA DE MAMONA","612735","1","16"
1345,"PRODUTOR DA CULTURA DE SOJA","612740","1","16"
1346,"PRODUTOR DE ESPECIARIAS","612805","1","16"
1347,"PRODUTOR DE PLANTAS AROMATICAS E MEDICINAIS","612810","1","16"
1348,"CRIADOR EM PECUARIA POLIVALENTE","613005","3","14"
1349,"CRIADOR DE ANIMAIS DOMESTICOS","613010","3","14"
1350,"CRIADOR DE ASININOS E MUARES","613105","1","14"
1351,"CRIADOR DE BOVINOS (CORTE)","613110","1","14"
1352,"CRIADOR DE BOVINOS (LEITE)","613115","1","14"
1353,"CRIADOR DE BUBALINOS (CORTE)","613120","1","14"
1354,"CRIADOR DE BUBALINOS (LEITE)","613125","1","14"
1355,"CRIADOR DE EQUINOS","613130","1","14"
1356,"CRIADOR DE CAPRINOS","613205","3","14"
1357,"CRIADOR DE OVINOS","613210","3","14"
1358,"CRIADOR DE SUINOS","613215","3","14"
1359,"AVICULTOR","613305","1","14"
1360,"CUNICULTOR","613310","1","14"
1361,"APICULTOR","613405","3","14"
1363,"MINHOCULTOR","613415","3","14"
1364,"SERICULTOR","613420","1","16"
1365,"SUPERVISOR DE EXPLORACAO AGRICOLA","620105","3","18"
1366,"SUPERVISOR DE EXPLORACAO AGROPECUARIA","620110","3","18"
1367,"SUPERVISOR DE EXPLORACAO PECUARIA","620115","3","18"
1368,"TRABALHADOR AGROPECUARIO EM GERAL","621005","3","16"
1369,"CASEIRO (AGRICULTURA)","622005","3","16"
1370,"JARDINEIRO","622010","3","14"
1371,"TRABALHADOR NA PRODUCAO DE MUDAS E SEMENTES","622015","3","14"
1372,"TRABALHADOR VOLANTE DA AGRICULTURA","622020","3","14"
1373,"TRABALHADOR DA CULTURA DE ARROZ","622105","1","14"
1374,"TRABALHADOR DA CULTURA DE CANA-DE-ACUCAR","622110","1","14"
1375,"TRABALHADOR DA CULTURA DE MILHO E SORGO","622115","1","14"
1376,"TRABALHADOR DA CULTURA DE TRIGO,AVEIA,CEVADA E TRITICALE","622120","1","14"
1377,"TRABALHADOR DA CULTURA DE ALGODAO","622205","1","14"
1378,"TRABALHADOR DA CULTURA DE SISAL","622210","1","14"
1379,"TRABALHADOR DA CULTURA DO RAMI","622215","1","14"
1380,"TRABALHADOR NA OLERICULTURA (FRUTOS E SEMENTES)","622305","1","14"
1381,"TRABALHADOR NA OLERICULTURA (LEGUMES)","622310","1","14"
1383,"TRABALHADOR NA OLERICULTURA (TALOS,FOLHAS E FLORES)","622320","1","14"
1384,"TRABALHADOR NO CULTIVO DE FLORES E FOLHAGENS DE CORTE","622405","1","14"
1385,"TRABALHADOR NO CULTIVO DE FLORES EM VASO","622410","1","14"
1386,"TRABALHADOR NO CULTIVO DE FORRACOES","622415","1","14"
1387,"TRABALHADOR NO CULTIVO DE MUDAS","622420","1","14"
1388,"TRABALHADOR NO CULTIVO DE PLANTAS ORNAMENTAIS","622425","1","14"
1389,"TRABALHADOR NO CULTIVO DE ARVORES FRUTIFERAS","622505","3","14"
1390,"TRABALHADOR NO CULTIVO DE ESPECIES FRUTIFERAS RASTEIRAS","622510","3","14"
1391,"TRABALHADOR NO CULTIVO DE TREPADEIRAS FRUTIFERAS","622515","3","14"
1392,"TRABALHADOR DA CULTURA DE CACAU","622605","1","14"
1393,"TRABALHADOR DA CULTURA DE CAFE","622610","1","14"
1394,"TRABALHADOR DA CULTURA DE ERVA-MATE","622615","1","14"
1395,"TRABALHADOR DA CULTURA DE FUMO","622620","1","14"
1396,"TRABALHADOR DA CULTURA DE GUARANA","622625","1","14"
1397,"TRABALHADOR NA CULTURA DE AMENDOIM","622705","3","14"
1398,"TRABALHADOR NA CULTURA DE CANOLA","622710","3","14"
1399,"TRABALHADOR NA CULTURA DE COCO-DA-BAIA","622715","3","14"
1400,"TRABALHADOR NA CULTURA DE DENDE","622720","3","14"
1401,"TRABALHADOR NA CULTURA DE MAMONA","622725","3","14"
1402,"TRABALHADOR NA CULTURA DE SOJA","622730","3","14"
1403,"TRABALHADOR NA CULTURA DO GIRASSOL","622735","3","14"
1404,"TRABALHADOR NA CULTURA DO LINHO","622740","3","14"
1405,"TRABALHADOR DA CULTURA DE ESPECIARIAS","622805","3","14"
1406,"TRABALHADOR DA CULTURA DE PLANTAS AROMATICAS E MEDICINAIS","622810","3","14"
1407,"ADESTRADOR DE ANIMAIS","623005","3","16"
1408,"INSEMINADOR","623010","3","16"
1409,"TRABALHADOR DE PECUARIA POLIVALENTE","623015","3","16"
1410,"TRATADOR DE ANIMAIS","623020","3","10"
1413,"TRABALHADOR DA PECUARIA (BOVINOS LEITE)","623115","3","14"
1414,"TRABALHADOR DA PECUARIA (BUBALINOS)","623120","3","14"
1415,"TRABALHADOR DA PECUARIA (EQUINOS)","623125","3","14"
1416,"TRABALHADOR DA CAPRINOCULTURA","623205","3","14"
1417,"TRABALHADOR DA OVINOCULTURA","623210","3","14"
1418,"TRABALHADOR DA SUINOCULTURA","623215","3","14"
1419,"TRABALHADOR DA AVICULTURA DE CORTE","623305","3","14"
1420,"TRABALHADOR DA AVICULTURA DE POSTURA","623310","3","14"
1421,"OPERADOR DE INCUBADORA","623315","3","14"
1422,"TRABALHADOR DA CUNICULTURA","623320","3","14"
1423,"SEXADOR","623325","4","14"
1424,"TRABALHADOR EM CRIATORIOS DE ANIMAIS PRODUTORES DE VENENO","623405","3","14"
1425,"TRABALHADOR NA APICULTURA","623410","3","14"
1426,"TRABALHADOR NA MINHOCULTURA","623415","3","14"
1427,"TRABALHADOR NA SERICICULTURA","623420","3","14"
1428,"SUPERVISOR DA AQUICULTURA","630105","4","18"
1429,"SUPERVISOR DA AREA FLORESTAL","630110","4","18"
1430,"CATADOR DE CARANGUEJOS E SIRIS","631005","1","7"
1431,"CATADOR DE MARISCOS","631010","1","7"
1432,"PESCADOR ARTESANAL DE LAGOSTAS","631015","1","10"
1434,"PESCADOR ARTESANAL DE AGUA DOCE","631105","1","10"
1436,"PESCADOR PROFISSIONAL","631210","3","16"
1437,"CRIADOR DE CAMAROES","631305","3","10"
1438,"CRIADOR DE JACARES","631310","3","10"
1439,"CRIADOR DE MEXILHOES","631315","3","10"
1440,"CRIADOR DE OSTRAS","631320","3","10"
1441,"CRIADOR DE PEIXES","631325","3","10"
1442,"CRIADOR DE QUELONIOS","631330","3","10"
1443,"CRIADOR DE RAS","631335","3","10"
1444,"GELADOR INDUSTRIAL","631405","1","10"
1445,"GELADOR PROFISSIONAL","631410","1","10"
1446,"PROEIRO","631415","1","10"
1447,"REDEIRO (PESCA)","631420","1","10"
1448,"GUIA FLORESTAL","632005","3","16"
1449,"RAIZEIRO","632010","3","14"
1450,"VIVEIRISTA FLORESTAL","632015","3","10"
1451,"CLASSIFICADOR DE TORAS","632105","3","10"
1452,"CUBADOR DE MADEIRA","632110","3","10"
1453,"IDENTIFICADOR FLORESTAL","632115","3","10"
1454,"OPERADOR DE MOTOSSERRA","632120","3","10"
1455,"TRABALHADOR DE EXTRACAO FLORESTAL,EM GERAL","632125","3","10"
1456,"SERINGUEIRO","632205","1","10"
1458,"TRABALHADOR DA EXPLORACAO DE RESINAS","632215","1","10"
1459,"TRABALHADOR DA EXPLORACAO DE ANDIROBA","632305","1","10"
1460,"TRABALHADOR DA EXPLORACAO DE BABACU","632310","1","10"
1461,"TRABALHADOR DA EXPLORACAO DE BACABA","632315","1","10"
1462,"TRABALHADOR DA EXPLORACAO DE BURITI","632320","1","10"
1463,"TRABALHADOR DA EXPLORACAO DE CARNAUBA","632325","1","10"
1464,"TRABALHADOR DA EXPLORACAO DE COCO-DA-PRAIA","632330","1","10"
1465,"TRABALHADOR DA EXPLORACAO DE COPAIBA","632335","1","10"
1466,"TRABALHADOR DA EXPLORACAO DE MALVA (PAINA)","632340","1","10"
1467,"TRABALHADOR DA EXPLORACAO DE MURUMURU","632345","1","10"
1468,"TRABALHADOR DA EXPLORACAO DE OITICICA","632350","1","10"
1469,"TRABALHADOR DA EXPLORACAO DE OURICURI","632355","1","10"
1470,"TRABALHADOR DA EXPLORACAO DE PEQUI","632360","1","10"
1471,"TRABALHADOR DA EXPLORACAO DE PIACAVA","632365","1","10"
1472,"TRABALHADOR DA EXPLORACAO DE TUCUM","632370","1","10"
1473,"TRABALHADOR DA EXPLORACAO DE ACAI","632405","3","10"
1474,"TRABALHADOR DA EXPLORACAO DE CASTANHA","632410","3","10"
1475,"TRABALHADOR DA EXPLORACAO DE PINHAO","632415","3","10"
1476,"TRABALHADOR DA EXPLORACAO DE PUPUNHA","632420","3","10"
1478,"TRABALHADOR DA EXPLORACAO DE CIPOS PRODUTORES DE SUBSTANCIAS AROMATICAS,MEDICINAIS E TOXICAS","632510","3","10"
1479,"TRABALHADOR DA EXPLORACAO DE MADEIRAS TANANTES","632515","3","10"
1480,"TRABALHADOR DA EXPLORACAO DE RAIZES PRODUTORAS DE SUBSTANCIAS AROMATICAS,MEDICINAIS E TOXICAS","632520","3","10"
1481,"TRABALHADOR DA EXTRACAO DE SUBSTANCIAS AROMATICAS,MEDICINAIS E TOXICAS,EM GERAL","632525","3","10"
1482,"CARVOEIRO","632605","1","7"
1483,"CARBONIZADOR","632610","1","7"
1484,"AJUDANTE DE CARVOARIA","632615","1","7"
1485,"OPERADOR DE COLHEITADEIRA","641005","3","16"
1486,"OPERADOR DE MAQUINAS DE BENEFICIAMENTO DE PRODUTOS AGRICOLAS","641010","3","16"
1487,"TRATORISTA AGRICOLA","641015","3","16"
1488,"OPERADOR DE COLHEDOR FLORESTAL","642005","3","16"
1489,"OPERADOR DE MAQUINAS FLORESTAIS ESTATICAS","642010","3","16"
1490,"OPERADOR DE TRATOR FLORESTAL","642015","3","16"
1491,"TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO LOCALIZADA (MICROASPERSAO E GOTEJAMENTO)","643005","3","10"
1492,"TRABALHADOR NA OPERACAO DE SISTEMA DE IRRIGACAO POR ASPERSAO (PIVO CENTRAL)","643010","3","10"
1493,"TRABALHADOR NA OPERACAO DE SISTEMAS CONVENCIONAIS DE IRRIGACAO POR ASPERSAO","643015","3","10"
1494,"TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO E ASPERSAO (ALTO PROPELIDO)","643020","3","10"
1495,"TRABALHADOR NA OPERACAO DE SISTEMAS DE IRRIGACAO POR SUPERFICIE E DRENAGEM","643025","3","10"
1496,"SUPERVISOR DE APOIO OPERACIONAL NA MINERACAO","710105","4","18"
1497,"SUPERVISOR DE EXTRACAO DE SAL","710110","4","18"
1498,"SUPERVISOR DE PERFURACAO E DESMONTE","710115","4","18"
1499,"SUPERVISOR DE PRODUCAO NA MINERACAO","710120","4","18"
1500,"SUPERVISOR DE TRANSPORTE NA MINERACAO","710125","4","18"
1501,"MESTRE (CONSTRUCAO CIVIL)","710205","4","18"
1502,"MESTRE DE LINHAS (FERROVIAS)","710210","4","18"
1503,"INSPETOR DE TERRAPLENAGEM","710215","4","18"
1504,"SUPERVISOR DE USINA DE CONCRETO","710220","4","18"
1505,"FISCAL DE PATIO DE USINA DE CONCRETO","710225","4","18"
1506,"AMOSTRADOR DE MINERIOS","711105","3","10"
1507,"CANTEIRO","711110","3","10"
1797,"CORTADOR DE VIDRO","752210","3","10"
1511,"MINEIRO","711130","3","10"
1513,"OPERADOR DE CARREGADEIRA","711210","3","18"
1514,"OPERADOR DE MAQUINA CORTADORA (MINAS E PEDREIRAS)","711215","3","18"
1515,"OPERADOR DE MAQUINA DE EXTRACAO CONTINUA (MINAS DE CARVAO)","711220","3","18"
1516,"OPERADOR DE MAQUINA PERFURADORA (MINAS E PEDREIRAS)","711225","3","18"
1517,"OPERADOR DE MAQUINA PERFURATRIZ","711230","3","18"
1518,"OPERADOR DE MOTONIVELADORA (EXTRACAO DE MINERAIS SOLIDOS)","711235","3","18"
1519,"OPERADOR DE SCHUTTHECAR","711240","3","18"
1520,"OPERADOR DE TRATOR (MINAS E PEDREIRAS)","711245","3","18"
1521,"OPERADOR DE SONDA DE PERCUSSAO","711305","4","18"
1522,"OPERADOR DE SONDA ROTATIVA","711310","4","18"
1523,"SONDADOR (POCOS DE PETROLEO E GAS)","711315","4","18"
1524,"SONDADOR DE POCOS (EXCETO DE PETROLEO E GAS)","711320","4","18"
1525,"PLATAFORMISTA (PETROLEO)","711325","4","18"
1526,"TORRISTA (PETROLEO)","711330","4","18"
1527,"GARIMPEIRO","711405","2","7"
1528,"OPERADOR DE SALINA (SAL MARINHO)","711410","2","7"
1529,"MOLEIRO DE MINERIOS","712105","3","10"
1531,"OPERADOR DE APARELHO DE PRECIPITACAO (MINAS DE OURO OU PRATA)","712115","3","10"
1532,"OPERADOR DE BRITADOR DE MANDIBULAS","712120","3","10"
1533,"OPERADOR DE ESPESSADOR","712125","3","10"
1534,"OPERADOR DE JIG (MINAS)","712130","3","10"
1535,"OPERADOR DE PENEIRAS HIDRAULICAS","712135","3","10"
1536,"CORTADOR DE PEDRAS","712205","3","10"
1537,"GRAVADOR DE INSCRICOES EM PEDRA","712210","3","10"
1538,"GRAVADOR DE RELEVOS EM PEDRA","712215","3","10"
1539,"POLIDOR DE PEDRAS","712220","3","10"
1540,"TORNEIRO (LAVRA DE PEDRA)","712225","3","10"
1541,"TRACADOR DE PEDRAS","712230","3","10"
1542,"OPERADOR DE BATE-ESTACAS","715105","3","10"
1543,"OPERADOR DE COMPACTADORA DE SOLOS","715110","3","16"
1544,"OPERADOR DE ESCAVADEIRA","715115","3","16"
1545,"OPERADOR DE MAQUINA DE ABRIR VALAS","715120","3","16"
1546,"OPERADOR DE MAQUINAS DE CONSTRUCAO CIVIL E MINERACAO","715125","3","16"
1547,"OPERADOR DE MOTONIVELADORA","715130","3","16"
1548,"OPERADOR DE PA CARREGADEIRA","715135","3","16"
1550,"OPERADOR DE TRATOR DE LAMINA","715145","3","16"
1551,"CALCETEIRO","715205","3","10"
1552,"PEDREIRO","715210","3","10"
1553,"PEDREIRO (CHAMINES INDUSTRIAIS)","715215","3","10"
1554,"PEDREIRO (MATERIAL REFRATARIO)","715220","3","10"
1555,"PEDREIRO (MINERACAO)","715225","3","10"
1556,"PEDREIRO DE EDIFICACOES","715230","3","10"
1557,"ARMADOR DE ESTRUTURA DE CONCRETO","715305","3","10"
1558,"MOLDADOR DE CORPOS DE PROVA EM USINAS DE CONCRETO","715310","3","10"
1559,"ARMADOR DE ESTRUTURA DE CONCRETO ARMADO","715315","3","10"
1560,"OPERADOR DE BETONEIRA","715405","3","10"
1561,"OPERADOR DE BOMBA DE CONCRETO","715410","3","10"
1562,"OPERADOR DE CENTRAL DE CONCRETO","715415","3","10"
1435,"PESCADOR INDUSTRIAL","631205","3","16"
1563,"CARPINTEIRO","715505","3","10"
1564,"CARPINTEIRO (ESQUADRIAS)","715510","3","10"
1565,"CARPINTEIRO (CENARIOS)","715515","3","10"
1566,"CARPINTEIRO (MINERACAO)","715520","3","10"
1567,"CARPINTEIRO DE OBRAS","715525","3","10"
1568,"CARPINTEIRO (TELHADOS)","715530","3","10"
1570,"CARPINTEIRO DE OBRAS CIVIS DE ARTE (PONTES,TUNEIS,BARRAGENS)","715540","3","10"
1571,"MONTADOR DE ANDAIMES (EDIFICACOES)","715545","3","10"
1572,"ELETRICISTA DE INSTALACOES (CENARIOS)","715605","4","18"
1573,"ELETRICISTA DE INSTALACOES (EDIFICIOS)","715610","4","18"
1574,"ELETRICISTA DE INSTALACOES","715615","4","18"
1575,"APLICADOR DE ASFALTO IMPERMEABILIZANTE (COBERTURAS)","715705","3","16"
1576,"INSTALADOR DE ISOLANTES ACUSTICOS","715710","3","16"
1578,"INSTALADOR DE ISOLANTES TERMICOS DE CALDEIRA E TUBULACOES","715720","3","16"
1579,"INSTALADOR DE MATERIAL ISOLANTE,A MAO (EDIFICACOES)","715725","3","16"
1580,"INSTALADOR DE MATERIAL ISOLANTE,A MAQUINA (EDIFICACOES)","715730","3","16"
1581,"ACABADOR DE SUPERFICIES DE CONCRETO","716105","3","16"
1582,"REVESTIDOR DE SUPERFICIES DE CONCRETO","716110","3","16"
1583,"TELHADOR (TELHAS DE ARGILA E MATERIAS SIMILARES)","716205","3","10"
1584,"TELHADOR (TELHAS DE CIMENTO-AMIANTO)","716210","3","10"
1585,"TELHADOR (TELHAS METALICAS)","716215","3","10"
1586,"TELHADOR (TELHAS PLATICAS)","716220","3","10"
1587,"VIDRACEIRO","716305","3","10"
1588,"VIDRACEIRO (EDIFICACOES)","716310","3","10"
1589,"VIDRACEIRO (VITRAIS)","716315","3","10"
1590,"GESSEIRO","716405","3","10"
1591,"ASSOALHADOR","716505","3","10"
1592,"LADRILHEIRO","716510","3","10"
1593,"PASTILHEIRO","716515","3","10"
1594,"LUSTRADOR DE PISO","716520","3","10"
1595,"MARMORISTA (CONSTRUCAO)","716525","3","10"
1596,"MOSAISTA","716530","3","10"
1597,"TAQUEIRO","716535","3","10"
1598,"CALAFETADOR","716605","3","10"
1599,"PINTOR DE OBRAS","716610","3","10"
1600,"REVESTIDOR DE INTERIORES (PAPEL,MATERIAL PLASTICO E EMBORRACHADOS)","716615","3","10"
1601,"DEMOLIDOR DE EDIFICACOES","717005","3","10"
1602,"OPERADOR DE MARTELETE","717010","3","10"
1603,"POCEIRO (EDIFICACOES)","717015","3","10"
1604,"SERVENTE DE OBRAS","717020","3","10"
1605,"VIBRADORISTA","717025","3","10"
1606,"MESTRE (AFIADOR DE FERRAMENTAS)","720105","4","18"
1607,"MESTRE DE CALDEIRARIA","720110","4","18"
1608,"MESTRE DE FERRAMENTARIA","720115","4","18"
1609,"MESTRE DE FORJARIA","720120","4","18"
1610,"MESTRE DE FUNDICAO","720125","4","18"
1612,"MESTRE DE PINTURA (TRATAMENTO DE SUPERFICIES)","720135","4","18"
1613,"MESTRE DE SOLDAGEM","720140","4","18"
1614,"MESTRE DE TREFILACAO DE METAIS","720145","4","18"
1615,"MESTRE DE USINAGEM","720150","4","18"
1616,"MESTRE SERRALHEIRO","720155","4","18"
1618,"MESTRE (CONSTRUCAO NAVAL)","720205","4","18"
1619,"MESTRE (INDUSTRIA DE AUTOMOTORES E MATERIAL DE TRANSPORTES)","720210","4","18"
1620,"MESTRE (INDUSTRIA DE MAQUINAS E OUTROS EQUIPAMENTOS MECANICOS)","720215","4","18"
1621,"MESTRE DE CONSTRUCAO DE FORNOS","720220","4","18"
1622,"FERRAMENTEIRO","721105","4","18"
1623,"FERRAMENTEIRO DE MANDRIS,CALIBRADORES E OUTROS DISPOSITIVOS","721110","4","18"
1624,"MODELADOR DE METAIS (FUNDICAO)","721115","4","18"
1625,"OPERADOR DE MAQUINA DE ELETROEROSAO","721205","3","18"
1626,"OPERADOR DE MAQUINAS OPERATRIZES","721210","3","18"
1627,"OPERADOR DE MAQUINAS-FERRAMENTA CONVENCIONAIS","721215","3","18"
1628,"OPERADOR DE USINAGEM CONVENCIONAL POR ABRASAO","721220","3","18"
1629,"PREPARADOR DE MAQUINAS-FERRAMENTA","721225","3","16"
1630,"AFIADOR DE CARDAS","721305","3","16"
1631,"AFIADOR DE CUTELARIA","721310","3","16"
1632,"AFIADOR DE FERRAMENTAS","721315","3","16"
1633,"AFIADOR DE SERRAS","721320","3","16"
1634,"POLIDOR DE METAIS","721325","3","16"
1635,"OPERADOR DE CENTRO DE USINAGEM COM COMANDO NUMERICO","721405","4","18"
1636,"OPERADOR DE FRESADORA COM COMANDO NUMERICO","721410","4","18"
1638,"OPERADOR DE MAQUINA ELETROEROSAO,A FIO,COM COMANDO NUMERICO","721420","4","18"
1639,"OPERADOR DE RETIFICADORA COM COMANDO NUMERICO","721425","4","18"
1640,"OPERADOR DE TORNO COM COMANDO NUMERICO","721430","4","18"
1641,"FORJADOR","722105","3","10"
1642,"FORJADOR A MARTELO","722110","3","10"
1643,"FORJADOR PRENSISTA","722115","3","10"
1644,"FUNDIDOR DE METAIS","722205","3","10"
1645,"LINGOTADOR","722210","3","10"
1646,"OPERADOR DE ACABAMENTO DE PECAS FUNDIDAS","722215","3","10"
1647,"OPERADOR DE MAQUINA CENTRIFUGADORA DE FUNDICAO","722220","3","10"
1648,"OPERADOR DE MAQUINA DE FUNDIR SOB PRESSAO","722225","3","10"
1649,"OPERADOR DE VAZAMENTO (LINGOTAMENTO)","722230","3","10"
1650,"PREPARADOR DE PANELAS (LINGOTAMENTO)","722235","3","10"
1651,"MACHEIRO,A MAO","722305","3","10"
1652,"MACHEIRO,A MAQUINA","722310","3","10"
1653,"MOLDADOR,A MAO","722315","3","10"
1654,"MOLDADOR,A MAQUINA","722320","3","10"
1655,"OPERADOR DE EQUIPAMENTOS DE PREPARACAO DE AREIA","722325","3","10"
1656,"OPERADOR DE MAQUINA DE MOLDAR AUTOMATIZADA","722330","3","10"
1657,"CABLEADOR","722405","3","10"
1658,"ESTIRADOR DE TUBOS DE METAL SEM COSTURA","722410","3","10"
1659,"TREFILADOR DE METAIS,A MAQUINA","722415","3","10"
1660,"CEMENTADOR DE METAIS","723105","4","18"
1661,"NORMALIZADOR DE METAIS E DE COMPOSITOS","723110","4","18"
1662,"OPERADOR DE EQUIPAMENTO PARA RESFRIAMENTO","723115","4","18"
1664,"TEMPERADOR DE METAIS E DE COMPOSITOS","723125","4","18"
